"tabela","indice","type_desc","is_primary_key","is_unique","coluna","key_ordinal","is_included_column"
"BalancoEstoqueProdutos","PK_BalancoEstoqueProdutos","CLUSTERED","True","True","BalEstProd_Codigo","1","False"
"Bancos","PK_Bancos","CLUSTERED","True","True","Ban_Codigo","1","False"
"Bancos_Caixas","PK__Bancos_Caixas__1E05700A","CLUSTERED","True","True","Bcx_codigo","1","False"
"Bancos_Caixas","PK__Bancos_Caixas__1E05700A","CLUSTERED","True","True","Emp_codigo","2","False"
"Beneficio","PK_Beneficio","CLUSTERED","True","True","Benf_Codigo","1","False"
"Beneficio","PK_Beneficio","CLUSTERED","True","True","Benf_UF","2","False"
"Beneficio_CST","PK_Beneficio_CST","CLUSTERED","True","True","Benf_Codigo","1","False"
"Beneficio_CST","PK_Beneficio_CST","CLUSTERED","True","True","Benf_UF","2","False"
"Beneficio_CST","PK_Beneficio_CST","CLUSTERED","True","True","BenfCST_Codigo","3","False"
"Caracteristicas","PK_Caracteristicas","CLUSTERED","True","True","Caract_Codigo","1","False"
"Cargo","PK_Cargo","CLUSTERED","True","True","Cargo_codigo","1","False"
"Cartoes","PK_Cartoes","CLUSTERED","True","True","Cart_Codigo","1","False"
"CartoesBandeiras","PK_CartoesBandeiras","CLUSTERED","True","True","CartBan_Codigo","1","False"
"CategoriaCliente","PK_CategoriaCliente","CLUSTERED","True","True","CatCli_Codigo","1","False"
"CategoriaProfissionaisExterno","PK_CategoriaProfissionaisExterno","CLUSTERED","True","True","CatProfExt_Codigo","1","False"
"CategoriaRemuneracao","PK_CategoriaRemuneracao","CLUSTERED","True","True","CatRem_Codigo","1","False"
"CategoriaVenda","PK_CategoriaVenda","CLUSTERED","True","True","CatVen_Codigo","1","False"
"Centro_de_custo","PK__Centro_de_custo__035179CE","CLUSTERED","True","True","Cdc_codigo","1","False"
"CFOP","PK_CFOP","CLUSTERED","True","True","CFOP_codigo","1","False"
"ClassificacaoProduto","PK_ClassificacaoProduto","CLUSTERED","True","True","ClasProd_codigo","1","False"
"Clientes","PK_Clientes","CLUSTERED","True","True","Cli_Codigo","1","False"
"Clientes","cli_nome","NONCLUSTERED","False","False","Cli_Nome","1","False"
"Cob_projetos","PK__Cob_proj__61DF6E7A2C7563E4","CLUSTERED","True","True","CPR_codigo","1","False"
"Cod_tabelas","PK_Cod_tabelas","CLUSTERED","True","True","Codt_codigo","1","False"
"Coletas","PK__Coletas__7BA19C87E8C20BC5","CLUSTERED","True","True","col_codigo","1","False"
"ComissaoPremiacao","PK_ComissaoPremiacao","CLUSTERED","True","True","ComPre_codigo","1","False"
"ComissaoPremiacaoCond","PK_ComissaoPremiacaoCond","CLUSTERED","True","True","ComPreCond_codigo","1","False"
"ComissaoPremiacaoGrup","PK_ComissaoPremiacaoGrup","CLUSTERED","True","True","ComPre_codigo","1","False"
"ComissaoPremiacaoGrup","PK_ComissaoPremiacaoGrup","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"ComissaoPremiacaoTpVenda","PK_ComissaoPremiacaoTpVenda","CLUSTERED","True","True","ComPre_codigo","1","False"
"ComissaoPremiacaoTpVenda","PK_ComissaoPremiacaoTpVenda","CLUSTERED","True","True","CatVen_Codigo","2","False"
"ComissaoPremiacaoVlGruPro","PK_ComissaoPremiacaoVlGruPro","CLUSTERED","True","True","ComPre_codigo","1","False"
"ComissaoPremiacaoVlGruPro","PK_ComissaoPremiacaoVlGruPro","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"ComissaoPremiacaoVlVCatRem","PK_ComissaoPremiacaoVlVCatRem","CLUSTERED","True","True","ComPre_codigo","1","False"
"ComissaoPremiacaoVlVCatRem","PK_ComissaoPremiacaoVlVCatRem","CLUSTERED","True","True","CatRem_Codigo","2","False"
"ComissaoPremiacaoVlVenda","PK_ComissaoPremiacaoVlVenda","CLUSTERED","True","True","ComPreVlV_Codigo","1","False"
"ContaAlteracaoData","PK_ContaAlteracaoData","CLUSTERED","True","True","ControlAltDt_Codigo","1","False"
"contabilista","PK_contabilista","CLUSTERED","True","True","Cntbt_codigo","1","False"
"contas_apagar","PK_contas_apagar","CLUSTERED","True","True","Ctp_codigo","1","False"
"contas_apagar_det","PK__contas_a__8969C29682746EDE","CLUSTERED","True","True","Ctp_Sequencia","1","False"
"Contas_apagar_pag","PK__Contas_a__8969C29639668C50","CLUSTERED","True","True","Ctp_Sequencia","1","False"
"Contas_Bancarias","PK__Contas_Bancarias__1C1D2798","CLUSTERED","True","True","Cba_codigo","1","False"
"Contas_Bancarias","PK__Contas_Bancarias__1C1D2798","CLUSTERED","True","True","Bcx_codigo","2","False"
"Contas_Bancarias","PK__Contas_Bancarias__1C1D2798","CLUSTERED","True","True","Emp_codigo","3","False"
"Contas_BancariasCobranca","PK_Contas_BancariasCobranca","CLUSTERED","True","True","CbaCob_codigo","1","False"
"contas_receber","PK_contas_receber","CLUSTERED","True","True","Ctr_codigo","1","False"
"contas_receber","coddocserie","NONCLUSTERED","False","False","Ctr_cod_documento","1","False"
"contas_receber","coddocserie","NONCLUSTERED","False","False","ParSV_serie","2","False"
"contas_Receber_det","PK__contas_R__620313955CBEB104","CLUSTERED","True","True","Crt_Sequencia","1","False"
"Contas_receber_pag","PK__Contas_r__620313958E6ACF82","CLUSTERED","True","True","Crt_Sequencia","1","False"
"Contato_grupo_email","PK_Contato_grupo_email","CLUSTERED","True","True","Cgr_codigo","1","False"
"Contatos","PK_Contatos_Con_seq","CLUSTERED","True","True","Con_seq","1","False"
"ContatosPrincipais","PK_ContatosPrincipais","CLUSTERED","True","True","ContPrinc_codigo","1","False"
"Controle_entrega","PK_Controle_entrega","CLUSTERED","True","True","cen_codigo_pre","1","False"
"Controle_entrega","venda","NONCLUSTERED","False","False","cen_pedido_avulso","1","False"
"Controle_entrega","venda","NONCLUSTERED","False","False","ParSV_serie","2","False"
"Controle_entrega_Assinaturas","PK_Controle_entrega_Assinaturas","CLUSTERED","True","True","CenAs_codigo","1","False"
"controle_entrega_data","PK_controle_entrega_data","CLUSTERED","True","True","Ced_CodEntrega","1","False"
"controle_entrega_data","IX_controle_entrega_data_indice","NONCLUSTERED","False","False","cen_codigo_pre","1","False"
"controle_entrega_data","IX_controle_entrega_data_indice","NONCLUSTERED","False","False","ced_data","2","False"
"controle_entrega_prod","PK_controle_entrega_prod","CLUSTERED","True","True","cep_codigo","1","False"
"ControleCheque","PK_ControleCheque","CLUSTERED","True","True","ControlCheque_codigo","1","False"
"ControleChequeDet","PK_ControleChequeDet","CLUSTERED","True","True","ControlChequeDet_Codigo","1","False"
"ControleChequeDev","PK_ControleChequeDev","CLUSTERED","True","True","ControlChequeDet_Codigo","1","False"
"ControleChequeDev","PK_ControleChequeDev","CLUSTERED","True","True","ControlChequeDev_data","2","False"
"ControleNSU","PK_ControleNSU","CLUSTERED","True","True","ContrNSU_Codigo","1","False"
"ControleRH","PK_ControleRH","CLUSTERED","True","True","CtrlRH_Codigo","1","False"
"Credito","PK_Credito","CLUSTERED","True","True","Credito_Codigo","1","False"
"CreditoIndicacao","PK_CreditoIndicacao","CLUSTERED","True","True","CredInd_Codigo","1","False"
"Custo","PK_Custo","CLUSTERED","True","True","Cus_codigo","1","False"
"Custo","PK_Custo","CLUSTERED","True","True","for_codigo","2","False"
"Custo","PK_Custo","CLUSTERED","True","True","Cus_Nome","3","False"
"custo_log","PK_custo_log","CLUSTERED","True","True","Csl_codigo","1","False"
"DadosBancarios","PK_DadosBancarios","CLUSTERED","True","True","DadBan_codigo","1","False"
"DESIGNER","PK_DESIGNER","CLUSTERED","True","True","Desig_Codigo","1","False"
"Devolucao","PK_Devolucao","CLUSTERED","True","True","Dev_CodigoPre","1","False"
"DevolucaoDesagio","PK__Devoluca__617E912319E6ABB5","CLUSTERED","True","True","DevDes_Sequencia","1","False"
"DevolucaoProduto","PK_DevolucaoProduto","CLUSTERED","True","True","Dev_CodigoPre","1","False"
"DevolucaoProduto","PK_DevolucaoProduto","CLUSTERED","True","True","DevPro_item","2","False"
"DevolucaoProduto","PK_DevolucaoProduto","CLUSTERED","True","True","Pro_codnosso","3","False"
"DevolucaoProduto","PK_DevolucaoProduto","CLUSTERED","True","True","CodAcabamento","4","False"
"DevolucaoServico","PK_DevolucaoServico","CLUSTERED","True","True","Dev_codigopre","1","False"
"DevolucaoServico","PK_DevolucaoServico","CLUSTERED","True","True","DevSer_item","2","False"
"DFeResumoNFe","PK_DFeResumoNFe","CLUSTERED","True","True","DFeResNFe_Codigo","1","False"
"dtproperties","pk_dtproperties","CLUSTERED","True","True","id","1","False"
"dtproperties","pk_dtproperties","CLUSTERED","True","True","property","2","False"
"ECFCheque","PK_ECFCheque","CLUSTERED","True","True","ECFC_chavecupom","1","False"
"ECFContasReceber","PK_ECFContasReceber","CLUSTERED","True","True","ECFCR_IDContaSG","1","False"
"ECFCupom","PK_ECFCupom","CLUSTERED","True","True","ECFC_NumeroCupom","1","False"
"ECFCupom","PK_ECFCupom","CLUSTERED","True","True","ECFC_NumeroECf","2","False"
"ECFCupom","PK_ECFCupom","CLUSTERED","True","True","ECFC_chavecupom","3","False"
"ECFCupomNaoFiscal","PK_ECFCupomNaoFiscal","CLUSTERED","True","True","ECFNF_ChaveCupomPAF","1","False"
"ECFCupomNaoFiscal","PK_ECFCupomNaoFiscal","CLUSTERED","True","True","ECFNF_NumeroECF","2","False"
"ECFCupomNaoFiscal","PK_ECFCupomNaoFiscal","CLUSTERED","True","True","ECFNF_NumeroCupom","3","False"
"ECFMovimentoCaixa","PK_ECFMovimentoCaixa","CLUSTERED","True","True","ECFMC_chavecupom","1","False"
"ECFMovimentoCaixa","PK_ECFMovimentoCaixa","CLUSTERED","True","True","ECFMC_NumeroECF","2","False"
"EFD_REGISTRO_150","PK_EFD_REGISTRO_150","CLUSTERED","True","True","EFDR150_Codigo","1","False"
"email_enviado","PK_email_enviado","CLUSTERED","True","True","ema_codigo","1","False"
"empresa","PK_empresa_CODLANC","CLUSTERED","True","True","CODLANC","1","False"
"EmpresaFactoring","PK_EmpresaFactoring","CLUSTERED","True","True","EmpFact_Codigo","1","False"
"Enderecos_comuns","PK_Enderecos_comuns","CLUSTERED","True","True","EndComuns_codigo","1","False"
"Ent_devolucao","PK_Ent_devolucao","CLUSTERED","True","True","edv_codigo_pre","1","False"
"Entrega","PK_Entrega","CLUSTERED","True","True","Ent_CodigoIndividual","1","False"
"EntregaDetalhe","PK_EntregaDetalhe","CLUSTERED","True","True","EntDet_codigo","1","False"
"Estado","PK_estado","CLUSTERED","True","True","UF","1","False"
"estoque_log","IX_estoque_log","CLUSTERED","False","False","Elg_codigo","1","False"
"estoque_log","PK__estoque___6813B28990093CDB","NONCLUSTERED","True","True","Elg_Sequencia","1","False"
"Estoque_produto","PK_Estoque_produto","CLUSTERED","True","True","Epr_Codnosso","1","False"
"Estoque_produto","PK_Estoque_produto","CLUSTERED","True","True","Epr_Acabamento","2","False"
"Estoque_produto","PK_Estoque_produto","CLUSTERED","True","True","EstTp_Codigo","3","False"
"Estoque_produto","PK_Estoque_produto","CLUSTERED","True","True","Tam_codigo","4","False"
"Estoque_produto","PK_Estoque_produto","CLUSTERED","True","True","Emp_codigo","5","False"
"estoque_produto_dia","PK_estoque_produto_dia","CLUSTERED","True","True","Epd_data","1","False"
"estoque_produto_dia","PK_estoque_produto_dia","CLUSTERED","True","True","Epd_hora","2","False"
"estoque_produto_dia","PK_estoque_produto_dia","CLUSTERED","True","True","Epd_Codnosso","3","False"
"estoque_produto_dia","PK_estoque_produto_dia","CLUSTERED","True","True","Epd_Acabamento","4","False"
"estoque_produto_dia","PK_estoque_produto_dia","CLUSTERED","True","True","EstTp_Codigo","5","False"
"estoque_produto_dia","PK_estoque_produto_dia","CLUSTERED","True","True","Emp_codigo","6","False"
"EstoqueExterno","PK_EstoqueExterno","CLUSTERED","True","True","EstExt_codigo","1","False"
"EstoqueTipo","PK_Estoque_Tipo","CLUSTERED","True","True","EstTp_Codigo","1","False"
"Etiqueta_Grupo","PK_Etiqueta_Grupo","CLUSTERED","True","True","etq_Gru_codigo","1","False"
"EtiquetaGrupoDet","PK_EtiquetaGrupoDet","CLUSTERED","True","True","etq_GrpDet_codigo","1","False"
"EtiquetaPronta","PK_EtiquetaPronta","CLUSTERED","True","True","EtqPront_codigo","1","False"
"Etiquetas","PK_Etiquetas","CLUSTERED","True","True","etq_Codigo","1","False"
"Fabrica","PK_Fabrica","CLUSTERED","True","True","Fab_Codigo","1","False"
"Factura","PK_Factura","CLUSTERED","True","True","Fact_Tipo","1","False"
"Factura","PK_Factura","CLUSTERED","True","True","Fact_Codigo","2","False"
"FacturaImport","PK_FacturaImport","CLUSTERED","True","True","FactImp_codigo","1","False"
"FacturaIVA","PK_FacturaIVA","CLUSTERED","True","True","Fact_Tipo","1","False"
"FacturaIVA","PK_FacturaIVA","CLUSTERED","True","True","Fact_Codigo","2","False"
"FacturaIVA","PK_FacturaIVA","CLUSTERED","True","True","FactIVA_Porcentagem","3","False"
"FacturaProduto","PK_FacturaProduto","CLUSTERED","True","True","Fact_Tipo","1","False"
"FacturaProduto","PK_FacturaProduto","CLUSTERED","True","True","Fact_Codigo","2","False"
"FacturaProduto","PK_FacturaProduto","CLUSTERED","True","True","FactProd_Item","3","False"
"FechamentoComissao","PK_FechamentoComissao","CLUSTERED","True","True","FechComis_Codigo","1","False"
"FechamentoComissaoConta","PK_FechamentoComissaoConta","CLUSTERED","True","True","FechComis_Codigo","1","False"
"FechamentoComissaoConta","PK_FechamentoComissaoConta","CLUSTERED","True","True","FechComisCt_ContaUnica","2","False"
"FechamentoContas","PK_FechamentoContas","CLUSTERED","True","True","Cba_codigo","1","False"
"FechamentoMeta","PK_FechamentoMeta","CLUSTERED","True","True","FechMeta_Codigo","1","False"
"FechamentoMetaEmp","PK_FechamentoMetaEmp","CLUSTERED","True","True","FechMeta_Codigo","1","False"
"FechamentoMetaEmp","PK_FechamentoMetaEmp","CLUSTERED","True","True","Emp_Codigo","2","False"
"FechamentoMetaEmp","PK_FechamentoMetaEmp","CLUSTERED","True","True","MetaVenda_Codigo","3","False"
"FechamentoMetaFunc","PK_FechamentoMetaFunc","CLUSTERED","True","True","FechMeta_Codigo","1","False"
"FechamentoMetaFunc","PK_FechamentoMetaFunc","CLUSTERED","True","True","Fun_codigo","2","False"
"FechamentoMetaFunc","PK_FechamentoMetaFunc","CLUSTERED","True","True","MetaVenda_Codigo","3","False"
"FechamentoMetaFunc","PK_FechamentoMetaFunc","CLUSTERED","True","True","CatRem_Codigo","4","False"
"Feriados","PK_Feriados","CLUSTERED","True","True","Feriado_codigo","1","False"
"Filiais","PK_Filiais","CLUSTERED","True","True","Fil_codigo","1","False"
"ForaDoBalanco","PK_ForaDoBalanco","CLUSTERED","True","True","ForBal_codigo","1","False"
"ForaDoBalancoProduto","PK_ForaDoBalancoProduto","CLUSTERED","True","True","ForBalProd_Codigo","1","False"
"forma_pag_parc_fin","PK_forma_pag_parc_fin","CLUSTERED","True","True","Fpf_codigo","1","False"
"forma_pag_parc_fin","PK_forma_pag_parc_fin","CLUSTERED","True","True","Ffp_parcela","2","False"
"Forma_Pagamento","PK_Forma_Pagamento","CLUSTERED","True","True","Fpg_codigo","1","False"
"Forma_Pagamento","PK_Forma_Pagamento","CLUSTERED","True","True","Fpg_descricao","2","False"
"forma_pagamento_fin","PK_forma_pagamento_fin","CLUSTERED","True","True","Fpf_codigo","1","False"
"forma_pagamento_fin","PK_forma_pagamento_fin","CLUSTERED","True","True","Fpf_descricao","2","False"
"Forma_Pagamento_Parcela","PK_Forma_Pagamento_Parcela","CLUSTERED","True","True","Fpg_codigo","1","False"
"Forma_Pagamento_Parcela","PK_Forma_Pagamento_Parcela","CLUSTERED","True","True","Fpp_parcela","2","False"
"Forma_PagamentoGrupProd","PK_Forma_PagamentoGrupProd","CLUSTERED","True","True","Fpg_codigo","1","False"
"Forma_PagamentoGrupProd","PK_Forma_PagamentoGrupProd","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"FormaPagamentoECF","PK_FormaPagamentoTEF","CLUSTERED","True","True","FPTEF_Codigo","1","False"
"fornecedor","PK_fornecedor","CLUSTERED","True","True","For_codigo","1","False"
"FornecedorEmpresaCompradora","PK_FornecedorEmpresaCompradora","CLUSTERED","True","True","ForEmpCom_Codigo","1","False"
"FornecedorGrupProd","PK_FornecedorGrupProd","CLUSTERED","True","True","for_codigo","1","False"
"FornecedorGrupProd","PK_FornecedorGrupProd","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"FornecedorRTGrupProd","PK_FornecedorRTGrupProd","CLUSTERED","True","True","for_codigo","1","False"
"FornecedorRTGrupProd","PK_FornecedorRTGrupProd","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"FornecFatMinimo","PK_FornecFatMinimo","CLUSTERED","True","True","GrupoProduto_Codigo","1","False"
"FornecFatMinimo","PK_FornecFatMinimo","CLUSTERED","True","True","For_codigo","2","False"
"Funcionario","PK_Funcionario","CLUSTERED","True","True","Fun_CPF","1","False"
"GNR","PK_GNR","CLUSTERED","True","True","GNR_codigo","1","False"
"GrauInstrucao","PK_GrauInstrucao","CLUSTERED","True","True","GrauInst_Codigo","1","False"
"Grupo_contato_email","PK_Grupo_contato_email","CLUSTERED","True","True","gru_codigo","1","False"
"GrupoProduto","PK_GrupoProduto","CLUSTERED","True","True","GrupoProduto_Codigo","1","False"
"HistoricoVersoes","PK_HistoricoVersoes","CLUSTERED","True","True","HistVer_Codigo","1","False"
"HistoricoVersoesCategoria","PK_HistoricoVersoesCategoria","CLUSTERED","True","True","HistVerCat_Codigo","1","False"
"HistoricoVersoesLancamento","PK_HistoricoVersao","CLUSTERED","True","True","HistVerLanc_Codigo","1","False"
"HistoricoVersoesSistema","PK_HistoricoVersaoSistema","CLUSTERED","True","True","HistVerSis_Codigo","1","False"
"HistoricoVersoesUsuario","PK_HistoricoVersoesUsuario","CLUSTERED","True","True","HistVerUsu_Codigo","1","False"
"Horarios","PK_Horarios","CLUSTERED","True","True","Hora_codigo","1","False"
"HorariosDatas","PK_HorariosDatas","CLUSTERED","True","True","HoraData_codigo","1","False"
"HorariosDatasDetalhe","PK_HorariosDatasDetalhe","CLUSTERED","True","True","HoraDataDet_Codigo","1","False"
"ImportacaoProduto","PK_ImportacaoProduto","CLUSTERED","True","True","Pro_codnosso","1","False"
"ImportacaoProduto","PK_ImportacaoProduto","CLUSTERED","True","True","ImpProd_CodigoFor","2","False"
"ImportacaoProduto","PK_ImportacaoProduto","CLUSTERED","True","True","ImpProd_SiglaFor","3","False"
"IndicacaoGrupProd","PK_IndicacaoGrupProd","CLUSTERED","True","True","ind_codigo","1","False"
"IndicacaoGrupProd","PK_IndicacaoGrupProd","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"IndicacaoGrupProd","PK_IndicacaoGrupProd","CLUSTERED","True","True","IndGruProd_Porc","3","False"
"Indicacoes","PK_Indicacoes","CLUSTERED","True","True","Ind_codigo","1","False"
"Indicacoes","ind_nome","NONCLUSTERED","False","False","Ind_Nome","1","False"
"Indicacoes_Detalhe","PK_Indicacoes_Detalhe","CLUSTERED","True","True","IndDet_codigo","1","False"
"Indicacoes_Funcionario","PK_Indicacoes_Funcionario","CLUSTERED","True","True","IndFun_codigo","1","False"
"Indice_preco","PK_Indice_preco","CLUSTERED","True","True","for_codigo","1","False"
"Indice_preco","PK_Indice_preco","CLUSTERED","True","True","Ipr_descricao","2","False"
"Indice_preco_log","PK_Indice_preco_log","CLUSTERED","True","True","Irl_codigo","1","False"
"Indice_precoGrupoUsuario","PK_Indice_precoGrupoUsuario","CLUSTERED","True","True","IprGrup_codigo","1","False"
"ISSQNServicos","PK_ISSQNServicos","CLUSTERED","True","True","ISSQN_Codigo","1","False"
"Lancamento_estoque","PK_Lancamento_estoque","CLUSTERED","True","True","les_codigo","1","False"
"lancamento_estoque_det","PK__lancamento_estoq__335592AB","CLUSTERED","True","True","les_codigo_det","1","False"
"login","PK_login_1","CLUSTERED","True","True","ctrlogin_codigo","1","False"
"Marca","PK_Marca","CLUSTERED","True","True","Marca_Codigo","1","False"
"MDFe","PK_MDFe_1","CLUSTERED","True","True","MDFe_codigo","1","False"
"MDFeCIOT","PK_MDFeCIOT","CLUSTERED","True","True","MDFeCIOT_Codigo","1","False"
"MDFeCondutor","PK_MDFeCondutor","CLUSTERED","True","True","MDFeCondutor_codigo","1","False"
"MDFeContratante","PK_MDFeContratante","CLUSTERED","True","True","MDFeCont_codigo","1","False"
"MDFeCTE","PK_MDFeCTE","CLUSTERED","True","True","MDFeCTE_Codigo","1","False"
"MDFeLacre","PK_MDFeLacre","CLUSTERED","True","True","MDFeLacre_Codigo","1","False"
"MDFeMunCarregamento","PK_MDFeMunCarregamento","CLUSTERED","True","True","MDFeMunCar_codigo","1","False"
"MDFeMunicipioDescarregamento","PK_MDFeMunicipioDescarregamento","CLUSTERED","True","True","MDFeMunDesc_codigo","1","False"
"MDFeNFE","PK_MDFeNFE","CLUSTERED","True","True","MDFeNFE_Codigo","1","False"
"MDFeReboque","PK_MDFeReboque","CLUSTERED","True","True","MDFeReb_codigo","1","False"
"MDFeSeguro","PK_MDFeSeguro","CLUSTERED","True","True","MDFeSeguro_Codigo","1","False"
"MDFeSeguroAverbacao","PK_MDFeSeguroAverbacao","CLUSTERED","True","True","MDFeSeguroAver_Codigo","1","False"
"MDFeUFPercurso","PK_MDFeUFPercurso","CLUSTERED","True","True","MDFeUFPercurso_codigo","1","False"
"MDFeUnidadeCarga","PK_MDFeUnidadeCarga","CLUSTERED","True","True","MDFeUnidCarga_Codigo","1","False"
"MDFeUnidadeCargaLacre","PK_MDFeUnidadeCargaLacre","CLUSTERED","True","True","MDFeUnidCargaLacre_Codigo","1","False"
"MDFeUnidadeTransporte","PK_MDFeUnidadeTransporte","CLUSTERED","True","True","MDFeUnidTransp_Codigo","1","False"
"MDFeValePedagio","PK_MDFeValePedagio","CLUSTERED","True","True","MDFeValePed_codigo","1","False"
"Mensagem_Relatorio","PK_Mensagem_Relatorio","CLUSTERED","True","True","Men_codigo","1","False"
"MetaVenda","PK_MetaVenda","CLUSTERED","True","True","MetaVenda_Codigo","1","False"
"MetaVendaDet","PK_MetaVendaDet","CLUSTERED","True","True","MetaVenda_Codigo","1","False"
"MetaVendaDet","PK_MetaVendaDet","CLUSTERED","True","True","MetaVendaDet_dataV","2","False"
"MetaVendaDet","PK_MetaVendaDet","CLUSTERED","True","True","CatRem_Codigo","3","False"
"MetaVendaGrupProd","PK_MetaVendaGrupProd","CLUSTERED","True","True","MetaVenda_Codigo","1","False"
"MetaVendaGrupProd","PK_MetaVendaGrupProd","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"MetaVendaTpVenda","PK_MetaVendaTpVenda","CLUSTERED","True","True","MetaVenda_Codigo","1","False"
"MetaVendaTpVenda","PK_MetaVendaTpVenda","CLUSTERED","True","True","CatVen_Codigo","2","False"
"Modo","PK_Modo","CLUSTERED","True","True","Mdo_codigo","1","False"
"Moeda","PK_Moeda","CLUSTERED","True","True","Moeda_codigo","1","False"
"Motivo_devolucao","PK_Motivo_devolucao","CLUSTERED","True","True","Mod_codigo","1","False"
"Motivo_devolucao_tipo","PK_Motivo_devolucao_tipo","CLUSTERED","True","True","MotDevTp_codigo","1","False"
"Movimento_bancario","PK_Movimento_bancario","CLUSTERED","True","True","Mba_codigo","1","False"
"Movimento_bancario","ContaApagar","NONCLUSTERED","False","False","Cpp_cod_pag","1","False"
"Movimento_bancario","ContaReceber","NONCLUSTERED","False","False","Crp_cod_pag","1","False"
"Movimentos","PK__Movimentos__184C96B4","CLUSTERED","True","True","Mvt_codigo","1","False"
"Movimentos","PK__Movimentos__184C96B4","CLUSTERED","True","True","Emp_codigo","2","False"
"Movimentos","PK__Movimentos__184C96B4","CLUSTERED","True","True","Bcx_codigo","3","False"
"Movimentos","PK__Movimentos__184C96B4","CLUSTERED","True","True","Cba_codigo","4","False"
"Municipio","PK_Municipio","CLUSTERED","True","True","mun_codigo","1","False"
"Nacionalidade","PK_Nacionalidade","CLUSTERED","True","True","Nac_codigo","1","False"
"NFCONFIG","PK_NFCONFIG","CLUSTERED","True","True","NF_CODIGO","1","False"
"NFEInutilizarNum","PK_NFEInutilizarNum","CLUSTERED","True","True","NFEInuNum_Codigo","1","False"
"NFeObservacao","PK_NFeObservacao","CLUSTERED","True","True","NFeObs_Codigo","1","False"
"NFSe","PK_NFSe","CLUSTERED","True","True","NFSe_codigo","1","False"
"NFSeItens","PK_NFSeItens","CLUSTERED","True","True","NFSeItem_codigo","1","False"
"Nota_entrada","PK_Nota_entrada","CLUSTERED","True","True","Nen_codigo","1","False"
"nota_entrada_det","PK_nota_entrada_det","CLUSTERED","True","True","Ned_codigo","1","False"
"nota_entrada_det","NossoCodigo_Acabamento_Nota_Entrada","NONCLUSTERED","False","False","Pro_codnosso","1","False"
"nota_entrada_det","NossoCodigo_Acabamento_Nota_Entrada","NONCLUSTERED","False","False","Ned_acabamento","2","False"
"Nota_Entrada_Dif","PK_Nota_Entrada_Dif","CLUSTERED","True","True","NenDf_codigo","1","False"
"NotaFiscal","PK_NotaFiscal","CLUSTERED","True","True","NTF_Codigo","1","False"
"NotaFiscalCCe","PK_NotaFiscalCCe","CLUSTERED","True","True","NTFCCe_codigo","1","False"
"NotaFiscalComplementar","PK_NotaFiscalComplementar","CLUSTERED","True","True","NTFCompl_codigo","1","False"
"NotaFiscalContas","PK_NotaFiscalContas","CLUSTERED","True","True","NTF_Codigo","1","False"
